,Final Price,Bidders,Duration,Price Dif Mean,Price Dif SD,Time Dif Mean,Time Dif SD
114,740.0,9.0,7.0,11.411764705882353,6.624375664255196,35576.41176470588,75634.37223251975
115,36.0,1.0,7.0,0.0,0.0,332130.0,0.0
116,51.0,8.0,10.0,2.7333333333333334,2.2257379728551885,40082.333333333336,104055.38588769971
117,352.0,9.0,5.0,7.3,6.292501710589974,43199.9,70769.86079845949
118,21.5,5.0,10.0,1.6428571428571428,1.9940387348771529,100410.42857142857,185709.61356721874
119,295.0,9.0,3.0,5.547169811320755,7.944073838005693,231.16981132075472,40246.44360386481
120,222.5,14.0,3.0,8.519615384615385,16.00598650024902,8998.384615384615,21431.89461914541
121,91.0,2.0,7.0,3.6666666666666665,2.309401076758503,201597.66666666666,346645.66400336433
122,500.0,1.0,7.0,0.0,0.0,604668.0,0.0
123,1399.99,9.0,7.0,24.77227272727273,13.497546843008948,27462.68181818182,75072.04960847778
124,407.0,11.0,1.0,8.458541666666667,8.422067767929004,1799.875,10373.790235800172
125,1180.0,5.0,7.0,27.5,15.762440973863962,11049.25,257194.88040540388
126,32.0,4.0,7.0,1.0005263157894737,1.2013902765093565,31831.263157894737,100327.09814337971
127,130.0,5.0,7.0,5.166666666666667,8.79014599802908,100799.5,160266.29072484333
128,26.0,3.0,7.0,2.2,1.9235384061671346,120958.8,215665.9956349169
129,939.0,11.0,7.0,22.0,24.62134290236399,30239.8,57241.327891655346
130,327.0,3.0,3.0,5.2,3.077246243712785,25917.5,63305.28512647617
131,1602.0,9.0,3.0,35.411764705882355,34.00929803658371,4394.941176470588,16050.468834548838
132,650.0,1.0,7.0,0.0,0.0,499164.0,0.0
133,833.0,24.0,3.0,9.032608695652174,9.181339875591817,2815.641304347826,16935.226398121693
134,800.0,1.0,3.0,0.0,0.0,258831.0,0.0
135,830.0,18.0,7.0,16.244897959183675,17.067967942226478,12342.57142857143,59070.769342444946
136,482.77,14.0,7.0,17.20642857142857,16.06393896031216,10800.25,44927.343478624425
137,1825.0,5.0,3.0,41.75,37.700072341382246,14622.166666666666,27356.440221747795
138,590.0,6.0,7.0,12.777777777777779,15.706509620041126,66800.33333333333,152940.87893529318
139,365.0,10.0,7.0,5.565217391304348,3.929215593202492,26295.608695652172,85167.643335066
140,1390.0,3.0,7.0,37.5,35.27747156472527,17911.1,40819.65419704908
141,999.99,1.0,7.0,0.0,0.0,494034.0,0.0
142,1299.99,1.0,7.0,0.0,0.0,601096.0,0.0
143,560.0,6.0,3.0,8.571428571428571,4.7559486560567095,36878.71428571428,63317.77907695512
144,330.0,3.0,3.0,5.0,4.264014327112209,21599.833333333332,68516.5700447488
145,29.95,1.0,5.0,0.0,0.0,407967.0,0.0
146,750.0,21.0,7.0,12.695084745762712,12.536178454828848,9767.338983050848,32030.630298690427
147,714.0,6.0,7.0,11.875,6.5612498809297,36508.0625,61748.67688241722
148,345.0,17.0,10.0,5.779661016949152,6.042458384745828,14621.694915254237,59774.64742169607
149,260.0,3.0,7.0,3.3333333333333335,2.886751345948129,201479.66666666666,243846.0978780127
150,733.0,7.0,5.0,18.866666666666667,14.141462172666317,23145.2,54378.889375775754
151,368.0,5.0,5.0,11.333333333333334,8.891943919451284,71998.66666666667,175467.99859993462
152,318.0,4.0,5.0,5.230769230769231,4.14696568094967,33229.07692307692,118631.86156022163
153,1115.0,7.0,3.0,23.571428571428573,4.961758520831865,37000.42857142857,55245.913788132006
154,75.0,16.0,5.0,1.4867567567567568,0.9680107152014097,11675.27027027027,27675.260788341322
155,222.5,5.0,7.0,4.361111111111111,2.599805171181982,33599.833333333336,90891.38088836652
156,222.5,16.0,3.0,8.203703703703704,13.453809339922495,9600.0,28262.863852657363
157,237.0,18.0,3.0,5.0212765957446805,6.278809641069568,5514.234042553191,24911.104729323783
158,740.0,11.0,3.0,16.129032258064516,12.227678808026406,8230.322580645161,26407.916302234196
159,530.0,19.0,7.0,9.166666666666666,13.248180468059973,16799.305555555555,31499.134817886614
160,206.5,11.0,3.0,8.22,8.411400993096612,3178.56,51718.24397402397
161,296.0,15.0,3.0,5.363636363636363,4.152703877589816,4688.618181818182,37926.87558949649
162,212.0,16.0,3.0,4.137254901960785,4.611483960042092,5082.333333333333,22959.61169154798
